Document_id,item_id_0,item_id_1,item_id_2,item_id_3,item_id_4,item_id_5,item_id_6,item_id_7,item_id_8,item_id_9,item_id_10,item_id_11,item_id_12
6c3b5566-8ecc-40ff-8ec3-71d0ff26470c,9b3af5fd-e90f-48a7-b90a-a5e5399ac70c,,,,,,,,,,,,
28a0c542-1274-47f3-92bf-c6d8084d0a96,4f5a76cc-e030-4d6d-96d0-5391a0d94720,,,,,,,,,,,,
cbfad36b-e338-4593-ae77-dd5033eafeae,4f5a76cc-e030-4d6d-96d0-5391a0d94720,,,,,,,,,,,,
7a381e77-3d71-437c-b877-c850639fd467,4f5a76cc-e030-4d6d-96d0-5391a0d94720,,,,,,,,,,,,
bff057bf-8b67-4ffc-8acc-186cf5b07b4d,a3ef2b25-e69e-455c-ac84-b2a8dfb12b79,,,,,,,,,,,,
50206e4d-86d9-4c29-9355-17866d383b2d,e3eb1c80-a620-400e-8e81-5d082f809390,,,,,,,,,,,,
245af30c-a6f0-49e5-92ef-3a7d8a4a6b02,e3eb1c80-a620-400e-8e81-5d082f809390,,,,,,,,,,,,
b2cc8969-673d-4769-ac37-5f5a21fcc10d,ee528394-25dc-47e3-8024-f4c9adae4be0,,,,,,,,,,,,
97e79d20-e3e0-453f-a936-5ac72cfe6406,204cc403-605b-4d99-86d6-ba68a179c75e,,,,,,,,,,,,
89699ddd-2195-4429-8a0d-5d6a6904f902,c84e9967-f63e-4be1-b096-d46e07671620,,,,,,,,,,,,
80af3034-925b-408a-a9a5-423f073009c8,1dd5382e-2e01-4d4f-aeaf-8138c99ad4b3,,,,,,,,,,,,
4f8fe819-d9bb-434e-92fb-1f7843166e77,d3900de2-ab6f-472f-b006-8f061d646b3f,,,,,,,,,,,,
585597fb-0b37-43ff-bd3f-c2f9e9953fe1,50ad24e5-617a-49d7-9041-bdbe2e93cdda,,,,,,,,,,,,
cc06c3c0-cd8c-4bd5-928c-cdf9e0d12a07,c01b4201-c093-4eb2-9882-068e416dbbf6,,,,,,,,,,,,
c2f2b7e0-3ba0-4d12-956d-9d0445dbcb1a,c01b4201-c093-4eb2-9882-068e416dbbf6,,,,,,,,,,,,
024986bd-067d-4132-a1e2-c13bba441d6c,c2370bbd-8f09-4e14-979c-f7b761dd9c22,,,,,,,,,,,,
2a013c74-b009-4968-9879-ba95acbaad47,c2370bbd-8f09-4e14-979c-f7b761dd9c22,,,,,,,,,,,,
d9d3cc31-3fb2-4eec-9a80-0a99e6cbd5fe,641ce4d0-4cc8-41ab-be74-180cb39b8010,,,,,,,,,,,,
c147cf00-9f81-4913-be30-1d6876f33022,641ce4d0-4cc8-41ab-be74-180cb39b8010,,,,,,,,,,,,
2c27184f-1408-4d56-a165-c271072b70ac,641ce4d0-4cc8-41ab-be74-180cb39b8010,,,,,,,,,,,,
382e8998-2265-4a35-8799-2385233f5f99,bac1c63f-868c-405a-9950-0c04a5ac1c6d,,,,,,,,,,,,
afe0e2ac-41bc-4785-a407-ed0037027beb,404d97a3-9b60-4124-84b1-858bc25eccf0,,,,,,,,,,,,
6aa0b594-0d4e-46a7-a1b7-ada5593e334f,404d97a3-9b60-4124-84b1-858bc25eccf0,,,,,,,,,,,,
52eaf11d-30f7-4a05-9ef2-d33ac10fca5e,404d97a3-9b60-4124-84b1-858bc25eccf0,,,,,,,,,,,,
36d773b5-3051-4113-9e25-23cf40c4f2ce,3497562c-6cc6-4067-b10a-11c9f9628de8,,,,,,,,,,,,
ffac0712-47c9-451e-a1f9-dabeaee0bd86,3497562c-6cc6-4067-b10a-11c9f9628de8,,,,,,,,,,,,
4e763b9a-b8e7-4a97-ad81-35a408181dba,798c0034-c6b5-4e64-a261-304d04b3e32c,,,,,,,,,,,,
c0de0563-bce0-4f7a-a4f9-21e4310f18c7,f837ec41-557d-47cb-9007-36c2c99ea4a4,,,,,,,,,,,,
ca343f57-185c-4d26-8a8d-94f3e5703e58,f9d8bb59-179b-422b-97c1-4e8d6f9588ea,,,,,,,,,,,,
6a2cf901-1fb7-48db-b7c2-793d34d0a7d0,e6d91788-dfb0-4ce0-ae30-daa6be27c17d,,,,,,,,,,,,
caeee928-bb2e-4090-82a8-606fc138e318,e6d91788-dfb0-4ce0-ae30-daa6be27c17d,,,,,,,,,,,,
7d52866a-3679-404b-930e-bfc5acbf5b53,e6d91788-dfb0-4ce0-ae30-daa6be27c17d,,,,,,,,,,,,
a9255988-bc19-4114-bcb0-1662c477a3c3,e6d91788-dfb0-4ce0-ae30-daa6be27c17d,,,,,,,,,,,,
2131e985-6ced-4133-8c8b-b3510f1d9098,230f1a39-a33d-41d9-8329-62c2b416aa89,,,,,,,,,,,,
05b4b5dd-1a00-4710-a136-c1fb1bc0288d,bc24ca93-4f08-454c-bf3b-85ad1bf2960c,,,,,,,,,,,,
31599038-1643-49b6-9f0c-97e89b0e71de,28168fa7-2861-42df-a414-541c226a1cd3,,,,,,,,,,,,
3038cac3-bac5-4315-ac84-99197bfa916f,28168fa7-2861-42df-a414-541c226a1cd3,,,,,,,,,,,,
a6982757-384c-487e-a05e-d34ce3e430cf,28168fa7-2861-42df-a414-541c226a1cd3,,,,,,,,,,,,
5e482c5a-539d-471b-8ff4-009806231307,28168fa7-2861-42df-a414-541c226a1cd3,,,,,,,,,,,,
a25ef9d1-65cd-4621-b2a3-34dbb3ee574f,28168fa7-2861-42df-a414-541c226a1cd3,,,,,,,,,,,,
027cd107-ba0d-4e80-b17a-23477520eef8,28168fa7-2861-42df-a414-541c226a1cd3,,,,,,,,,,,,
0a5cd967-4da9-40d2-a6c5-8d18eed17554,28168fa7-2861-42df-a414-541c226a1cd3,,,,,,,,,,,,
d9ee6ae5-e070-4e5f-ac1b-4fa372a944a3,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
31c7a64e-f8ca-4f62-bc8d-9e5765b1661a,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
1bc9e654-27de-4a63-8c1a-9f1acb0afa79,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
400e0563-81f4-4f61-9768-decccf6a904f,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
73d46994-b320-428c-87c0-820b2d135410,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
b9d89388-a059-4663-be9f-6e4c6f5dc68b,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
935c2852-cd88-4032-b7bf-00c89d0b806a,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
386bd2b5-e5c8-42d4-a378-136c2c941cc4,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
acafd4e1-0a24-4d4f-ac4a-bebbbd896336,a3c2269c-cffe-4fdf-92e3-2337e9c2ee5a,,,,,,,,,,,,
d98d948f-15be-4d49-a4ea-ed899fb122e4,56a4931f-cc24-455b-8424-b629101ab3e3,,,,,,,,,,,,
d7d35a16-0298-4a04-a7d9-ac24174dc099,56a4931f-cc24-455b-8424-b629101ab3e3,,,,,,,,,,,,
11801309-f627-4777-941a-75b93e6ba4e1,b3a4238c-50a6-4c1e-994f-738d080e104f,,,,,,,,,,,,
0f5530db-2d07-4d72-8668-c5372d3dbffe,43a3a3f9-9b86-4865-a8f7-e626ceecd2ae,,,,,,,,,,,,
a4ca21fc-533c-4e54-8593-924447702125,43a3a3f9-9b86-4865-a8f7-e626ceecd2ae,,,,,,,,,,,,
8bd0d962-a40c-45b6-a853-85c038500745,e4ef2a09-914d-4e45-aabb-e3870f18e902,,,,,,,,,,,,
5dd5c6a3-740f-4268-9201-82b9f6b1f14f,e4ef2a09-914d-4e45-aabb-e3870f18e902,,,,,,,,,,,,
5c5e3a16-05b3-478b-9e65-54004417835b,e4ef2a09-914d-4e45-aabb-e3870f18e902,,,,,,,,,,,,
c23396b2-226f-49ee-bd92-29f1da145d17,ca857d5b-470e-43b6-92fe-c171898c8850,,,,,,,,,,,,
d4869a4b-05cd-4ad5-9a36-a766499d6310,ca857d5b-470e-43b6-92fe-c171898c8850,,,,,,,,,,,,
f64aa5ca-9c89-47b3-a3c8-b7c6ff54df3b,df4a5a78-8807-4221-8b8b-83bcba77c367,,,,,,,,,,,,
9dd1202e-a853-466d-a972-2887935a1728,df4a5a78-8807-4221-8b8b-83bcba77c367,,,,,,,,,,,,
cb776215-8e24-4fa0-a3a8-7a50460fc14a,814691d8-8ed6-45ab-b1ac-d90d395ff41c,,,,,,,,,,,,
1f65c953-1038-44f2-93c8-a96d5a31e8ab,b7db7075-abac-4210-be31-16d4f5366371,,,,,,,,,,,,
976f89b7-d478-438f-9c74-8f6ff5f79a65,16ec31a8-08c5-4233-80e9-c2636187f4d9,,,,,,,,,,,,
960ddb6d-ab10-41df-9b44-66081f8e1c07,e7cdceec-e81c-477e-a0ed-4d01d2086fe3,,,,,,,,,,,,
2367b86b-899c-4fa8-8161-0034f59ce1cf,9e1073d5-f1b5-42af-b955-01b201d0ecaa,,,,,,,,,,,,
4d5cb22f-0651-4da3-80aa-fa1536f1012a,a89d1b13-ae22-4ecb-b514-75cb5a9a2b1e,,,,,,,,,,,,
10e59996-6247-4c00-822b-c334e656154a,23d87253-c8fc-4c9a-a3bb-b4706dcf996e,,,,,,,,,,,,
26ada785-d0a8-4dbb-b89f-fafa62de6555,5732554d-2ab1-443e-8253-29d2fc518549,,,,,,,,,,,,
7010c6ce-729c-457a-a106-7b0f145a8e3a,f1ad3d63-5d93-4ba2-9aa0-036c37bb0b70,,,,,,,,,,,,
68503449-4adb-4bc9-9229-cae4b0e0b858,f4c1b18f-8448-4f97-88be-985e03bdbbaf,,,,,,,,,,,,
aa0ca28f-a657-4c90-9285-4af399a4aab2,35fde735-268b-4661-8961-7f386b70643b,,,,,,,,,,,,
cc364a5f-a118-4efc-926e-77dffb787b78,9ec13391-79b7-40e6-b1be-083d9f73161a,,,,,,,,,,,,
d99db40c-e81e-48a2-bdcf-3bed2f1ae051,a927b641-77bf-4ed9-aa07-e671f765a242,,,,,,,,,,,,
0b8d9f8a-eaa1-44fd-b790-68db70c8e5ca,8de5d500-c0cb-4166-ac07-fca0dc665cc2,,,,,,,,,,,,
a96f0627-d3ac-4ace-bcca-ba9825754374,897505dc-ddbe-4d2f-b160-7755505609eb,,,,,,,,,,,,
1920b26b-098e-4e26-848c-9c6042bbd990,8ac0393a-fda9-49bc-bd03-300e0f588c42,,,,,,,,,,,,
dcba5554-c9c5-400b-9f1f-1189138f0a54,07eb890d-c086-46ba-96ca-313ad955ab24,,,,,,,,,,,,
df9b3813-7630-4415-956e-6204496df988,07eb890d-c086-46ba-96ca-313ad955ab24,,,,,,,,,,,,
10846d43-58b8-46a1-adcc-d32b30b2c88e,07eb890d-c086-46ba-96ca-313ad955ab24,,,,,,,,,,,,
a3ddf74e-9ee6-45a4-9af8-f574f3b4723e,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
83683a75-dde7-474d-9ff3-0d76666cca8a,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
f86e010e-683b-4a15-a41c-5b1307393af8,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
1f516de0-0a9b-4946-a8d9-a938a7955756,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
6e27c662-45d4-4bc8-aab6-b0d80e193bb0,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
f987b19e-25b4-4125-8fdf-168c9c76aa90,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
102b8d75-b285-4e4d-aa02-fcad3695710d,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
a8f413d6-95e6-4c3b-9894-9e0682470a27,5a25908d-f64b-4e25-b2b8-a0ba5a969552,,,,,,,,,,,,
33fc5df3-d03d-4b00-b360-94a294ad8b1b,74e929cf-554e-435c-990a-4aeb367508bc,,,,,,,,,,,,
42cea815-9e03-4dbd-a9d7-0d2a2efcf38f,0f83601b-61b6-4c52-a135-2228d40b3116,,,,,,,,,,,,
f89a475b-1f0d-4d6a-bee2-c488c5e15fd0,c8b6a742-c363-4eee-aac2-46d016c3b472,,,,,,,,,,,,
8fb327fe-53ba-4314-9249-fe6e7f9c8cf2,c8b6a742-c363-4eee-aac2-46d016c3b472,,,,,,,,,,,,
0c0ef39e-5691-4a28-a097-7430700816d8,ad00e47f-944c-4552-a590-0be24a358493,,,,,,,,,,,,
73a64645-c2bc-4261-9559-e1a561235aec,ad00e47f-944c-4552-a590-0be24a358493,,,,,,,,,,,,
07ae1bcc-3700-4cc0-a414-f31849cf3bd0,006697fa-3db7-4360-9dfa-ecc0e344dd60,,,,,,,,,,,,
2986abb7-aea0-482f-af37-7d9e845e53d1,d6ed74fa-9913-4206-9b67-43d40100765e,,,,,,,,,,,,
378829f7-9c4b-45dc-8a4d-aba998c95af9,a9f4b7c0-dee3-45f5-83d8-c0afb2043d3e,,,,,,,,,,,,
9124d86c-58f0-4dd9-af82-451e437ed619,8a322882-f66e-408c-9d69-0ff074bdfc1c,,,,,,,,,,,,
43c00f9d-9ef7-4b7e-8463-119d51c0b83e,77770f17-9865-4fd9-92ed-af7a3bce6b94,,,,,,,,,,,,
945e6730-7471-46bc-8032-ff5199c58a90,e6ebd1c1-f825-4399-8f4e-ef4ef7d1905d,,,,,,,,,,,,
df69f83b-aec3-4ac7-9068-7c8fcb95094b,8affedaa-0621-4550-9b17-451115f6328c,,,,,,,,,,,,
a7fcbd3d-4ffb-4741-88a9-7b394a4207e2,db53b35d-5344-4d8e-9abd-6afcc04f5d27,,,,,,,,,,,,
1bd61d7d-bd46-465b-b5d3-3a92eee27353,02ed72b9-eef6-4304-b030-287e419ada47,,,,,,,,,,,,
d4f5e02c-9e3a-451a-a3da-92a2596e484b,284eab48-239e-4ad6-ae59-1558ce77ba95,,,,,,,,,,,,
8cfd9320-9f19-4710-887b-530f2ef52796,0333a0de-1496-40e6-a617-b25f528d3964,,,,,,,,,,,,
9d5628c2-90c6-4a7f-9189-4770ed57f5d9,038a6406-d9e5-48d2-b512-765d3bb8b036,,,,,,,,,,,,
01ce78c6-905c-4b9f-81bc-70fc4e44e328,5c130244-f0eb-43fe-8d64-4c5e6146ac0f,,,,,,,,,,,,
7e652c59-02cb-4e8b-bcc5-674890ad3a33,15880498-ae91-4473-8bf7-7a929f0377a2,,,,,,,,,,,,
681d9c7d-6ab8-4162-a6bb-4e6de7d5b843,02d422e9-663c-4dd5-82fe-f8ff19673b85,,,,,,,,,,,,
c8695f22-8a5c-4570-a915-f1ce6ac0da12,946d072c-c1f3-408d-9107-b6c96be3d0c4,,,,,,,,,,,,
54d17246-450d-467a-90b6-06affa47fc6b,46cb74c9-cfd1-4dc7-a0a2-c2d76aaba94f,,,,,,,,,,,,
d63a7215-d297-4957-a435-dd2efefb4edb,5ef1af4e-4891-4d00-8f94-cceb60b3d5af,,,,,,,,,,,,
fbff33e8-4249-4816-93f2-7a863d60c11f,c95c4356-c69a-455b-88bf-25e35263d446,,,,,,,,,,,,
e3d8366d-26b2-4e77-b8d1-5c6ed3cc1b0f,b95c80e5-cf00-4e12-b7e3-d8afcf6ffe48,,,,,,,,,,,,
aab13212-2975-4fa6-ae89-1ecc32bd61ca,e5e50701-f8ff-401e-a0e3-a8c9412ba07c,,,,,,,,,,,,
5b44fe93-5db8-45df-9e97-1abc3f561992,1f6c0eba-9a9c-4952-957d-12da0e016fca,,,,,,,,,,,,
2295a5f7-e83e-49b5-a05a-b9ddf9a3d4bd,c19845ff-d131-4ab7-b782-4127022d5e8d,,,,,,,,,,,,
d0ccaf14-e11a-4edd-8e33-6993ff47da01,288bd3e3-7955-4ecd-a121-70ee0cf73e0a,,,,,,,,,,,,
cef25f5d-eee9-4ab9-8015-c75116c7c438,70d6ea0b-6db3-4ba9-9fb8-3bc035a25a82,,,,,,,,,,,,
9d055845-7e39-4a1c-b22a-339c0bf98f0a,7da5583a-167f-402d-bf4a-af4d2163761a,,,,,,,,,,,,
11e285ce-bf44-40b5-8bae-75f87be1b7bf,30ea41a8-cc95-4586-93d2-5c1ab0780391,,,,,,,,,,,,
680f9fb2-e4da-4ac2-aedd-7a883cc9a5c4,22c64b4b-107a-4ae0-9a15-a5e7f4d56bc4,,,,,,,,,,,,
1a757c8c-901e-4a0e-a41b-5fae6cad226d,20c2e47f-a5fd-4987-a494-880d2b52ab04,,,,,,,,,,,,
4165440e-db57-40b1-bb2b-46dc5c8a255f,20c2e47f-a5fd-4987-a494-880d2b52ab04,,,,,,,,,,,,
e925223c-7e73-495f-9c6b-7ab9e0a63d32,928c3a0b-ad33-4d90-9aac-87783d4ce4bf,,,,,,,,,,,,
4f5e42a2-2748-4348-9cda-fc249dba5d92,94975ee4-503c-48c4-9585-03e4cf0e876c,,,,,,,,,,,,
94e07f0a-f590-44b7-a241-98f6223142c8,06079fc3-0cf9-4574-9929-aa965984dc4b,,,,,,,,,,,,
ef4416db-23a6-4a9f-b980-ca3fe7ce102d,168244b0-70bc-4b14-8d96-386552b32882,,,,,,,,,,,,
e34bdfe7-3e91-4fdf-ab1f-2ae20e6dccaa,899f8278-4455-4e71-8be4-dd3566345bdd,,,,,,,,,,,,
5d8b8e57-9c74-4c66-93ba-08e42fdf573a,dba3841b-476b-4011-bbf2-c65c44ed4008,,,,,,,,,,,,
6c4b4243-b4b0-42c9-b0b3-17d7f4368e4e,29e2b4d3-c4ca-44ca-927a-3fdc02f40bf7,,,,,,,,,,,,
7cd3daf1-3545-45e3-925c-b59cf587e4e1,29e2b4d3-c4ca-44ca-927a-3fdc02f40bf7,,,,,,,,,,,,
c0c179b5-d8a4-4491-a6f5-e79f54cb6dd1,6a26bf67-3fbb-4dd5-9bd5-f56d0a9f74c5,,,,,,,,,,,,
84cf187e-a72f-4b26-bf45-d34f3a9f19d9,080a80fa-ea9d-42ff-8d75-c98195f39ba5,,,,,,,,,,,,
8593068b-0ec9-4efe-9d27-900951f079db,080a80fa-ea9d-42ff-8d75-c98195f39ba5,,,,,,,,,,,,
7d4954d1-7407-4417-80db-ec894d6cf76c,c9542be6-a4a0-41bc-ba48-df806d7de3ee,,,,,,,,,,,,
5ae27d0d-45e9-4ea0-b1b5-f3ec54266213,c9542be6-a4a0-41bc-ba48-df806d7de3ee,,,,,,,,,,,,
699995cf-f180-4e9e-8023-c09aa877d8ee,c9542be6-a4a0-41bc-ba48-df806d7de3ee,,,,,,,,,,,,
73a69283-7a88-4328-a28c-784c9286d435,c9542be6-a4a0-41bc-ba48-df806d7de3ee,,,,,,,,,,,,
7af16dbd-b58c-44c4-a611-d58a7dad362d,07621284-3463-4c24-ae61-58931fa26e43,,,,,,,,,,,,
737a2e66-0d3f-4eff-a762-9443442bf23e,07621284-3463-4c24-ae61-58931fa26e43,,,,,,,,,,,,
876cb723-342e-4572-83e5-8792c9407635,c5f23c1c-ff33-425d-b5a3-2e4a7fed237b,,,,,,,,,,,,
7c311983-d299-44f7-823b-01cb64c9a15f,c5f23c1c-ff33-425d-b5a3-2e4a7fed237b,,,,,,,,,,,,
7b3cb850-7878-4388-a7d4-69df11adb4e1,e50928eb-490f-4f7a-87cb-09ff17554b20,,,,,,,,,,,,
4f5f7ba6-ecef-4574-9bc3-33506f4aa9ff,b606de81-498a-4605-8a21-bd70392e4aa3,,,,,,,,,,,,
8f3ce12b-808e-4686-b110-c04cf201998b,357abd07-b32e-4acc-8ff0-04af970b89f1,,,,,,,,,,,,
b80eb372-ca5e-4d5e-b132-de8d0840c2bd,1b5a81cc-4c0d-4dfb-9287-d37fae06dd47,,,,,,,,,,,,
e08529cd-eef0-4987-8c6e-6252aaa9e0d2,f58713ad-4445-44b7-91f6-852fefa9dba9,,,,,,,,,,,,
604fbc5f-2f77-47e6-be32-dd9c1adbd6dd,355dd190-0843-43f3-8a96-7f83b61b77fa,,,,,,,,,,,,
5548bcbc-00fc-4153-af03-d4a41905af09,56f8031d-0354-4243-9c5a-d28e1bb3a12e,,,,,,,,,,,,
79daffb0-fb86-48d5-887c-fbb99c6d09ae,478639ec-ca44-47d9-b901-2a577575b466,,,,,,,,,,,,
237dfc7e-8218-4133-b4ee-6272769e48c7,71e67718-1551-4b2c-b9e8-ee7f9e89570d,,,,,,,,,,,,
12186fa9-31fd-4a5f-b486-18a569a54719,52713b91-0cd1-45d5-b19b-f26761b52a58,,,,,,,,,,,,
3ccddaa9-5d19-4941-91a5-ab7ea3a31b84,7987ee62-3a92-4907-903f-57bdc178b7f4,,,,,,,,,,,,
e9b60457-3ca4-4bac-9e28-2dd01e55590c,1d8ed8d2-53bf-40ed-a0ea-66f87f7c492d,,,,,,,,,,,,
b1793537-f72f-476b-ad97-8080efc82aba,105ba6c9-1d6f-43f8-91b5-c508d92545d2,,,,,,,,,,,,
ffe81126-18eb-4f29-a3be-6cf2e8252efd,0f83f107-84cb-40c2-99a9-410fdd40fa4e,,,,,,,,,,,,
951fb875-1536-4a57-b8d4-413d78b0241d,f691f61a-92c0-4804-855d-b4c73c2792fc,,,,,,,,,,,,
a822ca7c-9471-49b0-8db2-3829ee1cc97f,79bfc891-1146-46e4-9af7-2b9c406dea8f,,,,,,,,,,,,
fd9b18a5-44aa-4f8f-946d-01e36bb96b6e,8afee8da-35e1-4e3c-a83a-9a508303c6fa,,,,,,,,,,,,
c7a28f1f-d324-4522-a346-e727dd0716d0,8afee8da-35e1-4e3c-a83a-9a508303c6fa,,,,,,,,,,,,
2477e602-0eff-4b74-ac9f-16ed016e2ff2,7cb9d278-9f8f-4aed-b32d-6f8c3b8011a7,,,,,,,,,,,,
17403e1d-08a1-4195-9ef0-14e4345a48bb,7cb9d278-9f8f-4aed-b32d-6f8c3b8011a7,,,,,,,,,,,,
dc307b40-48ca-4505-9e83-289c3d3ae3f2,de79106f-c5a7-4af5-a16f-898723b0e825,,,,,,,,,,,,
4c187d8c-ae74-43a9-8403-20a176a5679d,fd9894a7-7dcd-4622-ac8a-da068db92db1,,,,,,,,,,,,
d392e4c8-a9f3-4ed5-b9e9-a5df9152f7a5,7e4babc8-526a-4db1-ad10-991f0e1d9340,,,,,,,,,,,,
c72fc058-3e0a-4403-a8c2-11ef9c13b79e,f921370c-bbbd-42f8-8210-8e290ef011f7,,,,,,,,,,,,
f6d5b693-4485-4684-96cc-160d45b8d70c,a7288d55-da37-428c-ad96-5f0850276cb1,,,,,,,,,,,,
